eng_name,drama_num,kor_name,gender,birth,drama_cnt_naver,debut,play_actor,singer,actor_type_real,actor_type,,,child_actor
Seo Young Joo,2,서영주,0,16-Feb-98,11,,0,0,영화배우,"서영주
Young Ju Seo
영화배우",,,
Yang Byeong Yeol,1,양병열,0,23-Nov-93,7,,0,0,탤런트,"양병열
탤런트",,,
Ryu Seung Soo,3,류승수,0,12-Aug-71,39,,0,0,"영화배우,탤런트","류승수
Ryu Seung Soo
영화배우, 탤런트",,,
Nichkhun,1,메이슨,0,21-Mar-07,Notfound,,0,0,정보없음,Notfound,,,
Ohn Joo Wan,3,온주완,0,11-Dec-83,20,,0,0,"송정식영화배우,탤런트","온주완
송정식
영화배우, 탤런트",,,
Shim Hyung Tak,4,심형탁,0,12-Jan-78,39,,0,0,"탤런트,영화배우","심형탁
탤런트, 영화배우",,,
Seo Hyo Rim,2,서효림,1,06-Jan-85,24,,0,0,"영화배우,탤런트","서효림
영화배우, 탤런트",,,
Ji Woo,2,"지우
",1,25-Nov-97,Notfound,,0,0,정보없음,Notfound,,,
Choi A Ra,1,최아라,1,14-Jan-93,1,,0,0,"모델,탤런트","최아라
모델, 탤런트",,,
Kwak Hee Sung,2,곽희성,0,08-Apr-90,12,,0,0,탤런트,"곽희성
탤런트",,,
Yoon Da Young,1,윤다영,1,14-Jan-92,7,,0,0,"탤런트,영화배우","윤다영
탤런트, 영화배우",,,
Hong Ah Reum,2,홍아름,1,28-Mar-89,16,,0,0,"영화배우,탤런트","홍아름
영화배우, 탤런트",,,
Kang Da Bin,1,강다빈,0,14-Feb-92,4,,0,0,"탤런트,모델","강다빈
탤런트, 모델",,,
Kim Jae Joong,2,김재중,0,26-Jan-86,16,,0,1,"가수,탤런트","김재중
가수, 탤런트",,,
Joo Eo Jin,1,주어진,0,25-Feb-94,3,,0,0,모델,"주어진
Eo Jin Joo
모델",,,
Go Yoon,1,"고윤
",0,12-Sep-88,Notfound,,0,0,정보없음,Notfound,,,
Moon Sung Geun,1,문성근,0,28-May-53,16,,0,0,영화배우,"문성근
영화배우",,,
Han Joo Wan,2,한주완,0,10-Jan-84,10,,0,0,영화배우,"한주완
영화배우",,,
Kim Byung Chun,1,김병춘,0,13-Jun-66,32,,0,0,"뮤지컬배우,영화배우","김병춘
뮤지컬배우, 영화배우",,,
Lee Tae Im,2,이태임,1,15-Oct-86,Notfound,,0,0,정보없음,Notfound,,,
Lee Jae Woo,1,이재우,0,28-Jun-91,15,,0,0,탤런트,"이재우
탤런트",,,
Yoo Geon,1,"유건
",0,21-Jan-83,Notfound,,0,0,정보없음,Notfound,,,
Kang Kyung Joon,2,강경준,0,11-Feb-83,19,,0,0,"탤런트,영화배우","강경준
탤런트, 영화배우",,,
Cha Do Jin,3,차도진,0,15-Jul-83,11,,0,0,"탤런트,영화배우","차도진
탤런트, 영화배우",,,
Do Ji Han,1,도지한,0,24-Sep-91,10,,0,0,"탤런트,영화배우","도지한
Do Ji Han
탤런트, 영화배우",,,
Nam Bo Ra,2,남보라,1,27-Nov-89,27,,0,0,"탤런트,영화배우","남보라
탤런트, 영화배우",,,
Key,1,"키
A",0,23-Sep-91,Notfound,,0,0,정보없음,Notfound,,,
Song Sun Mi,1,송선미,1,13-Sep-74,35,,0,0,"탤런트,영화배우","송선미
탤런트, 영화배우",,,
Kang Sung Yun,2,강성연,1,21-Jul-76,32,,0,0,"탤런트,영화배우","강성연
탤런트, 영화배우",,,
Lee Pil Mo,2,이필모,0,26-Jun-74,24,,1,0,"탤런트,연극배우","이필모
탤런트, 연극배우",,,
Park Chul Min,1,박철민,0,18-Jan-67,57,,0,0,"영화배우,탤런트","박철민
영화배우, 탤런트",,,
Kim So Ri,1,김소리,1,21-Jul-90,4,,0,1,"가수,탤런트","김소리
가수, 탤런트",,,
Heo Young Joo,1,허영주,1,21-Mar-92,2,,0,1,가수,"허영주
Young Joo Hur
가수",,,
Lee Ye Eun,1,이예은,1,18-May-89,4,,0,0,뮤지컬배우,"이예은
뮤지컬배우",,,
Lee Su Ji,1,이수지,1,20-Mar-98,Notfound,,0,1,"가수,탤런트","이수지
가수, 탤런트",,,
Teramoto Yukika,1,,,,Notfound,,0,0,다른어학정보16,"영어사전
다른 어학정보16",,,
Gu Bon Seung,1,구본승,0,11-Sep-73,20,,0,0,"탤런트,기업인","구본승
탤런트, 기업인",,,
Choi Yoon So,1,최윤소,1,29-Nov-84,22,,0,0,"탤런트,영화배우","최윤소
탤런트, 영화배우",,,
Jung Da Sol,1,정다솔,1,05-Mar-88,Notfound,,0,0,영화배우,"정다솔
Da Sol Jeong
영화배우",,,
Jo Yoon Woo,1,조윤우,0,27-Jul-91,13,,0,0,탤런트,"조윤우
탤런트",,,
Lee Hyun Jae,1,이현재,0,12-Apr-88,Notfound,,0,0,이현재영화배우1988.이현재기초단체장1949.이현재대학교수이현재뮤지컬배우1988.이현재기업인1979.이현재명예교수1929.동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
이현재
영화배우
1988.
이현재
기초단체장
1949.
이현재
대학교수
이현재
뮤지컬배우
1988.
이현재
기업인
1979.
이현재
명예교수
1929.
동명이인 노출기준
이 정보가 표시된 이유",,,
Lee Hyun Woo,2,이현우,0,23-Mar-93,23,,0,0,"탤런트,영화배우","이현우
탤런트, 영화배우",,,
Gu Hye Seon,2,구혜선,1,09-Nov-84,13,,0,0,"具惠善,영화감독,작곡가","구혜선
具惠善, Koo Hye Sun
영화감독, 작곡가",,,
Jung Gyu Woon,2,정겨운,0,28-Jun-82,29,,0,0,"탤런트,영화배우","정겨운
탤런트, 영화배우",,,
Kim Joo Young,1,김주영,0,27-Sep-87,Notfound,,0,0,"국회의원,전노동조합단체인","김주영
국회의원, 전 노동조합단체인",,,
Cho Hye Jin,1,조혜진,1,15-Jun-90,8,,0,0,"영화배우,탤런트","조혜진
영화배우, 탤런트",,,
Go So Young,1,고소영,1,06-Oct-72,13,,0,0,"영화배우,탤런트","고소영
영화배우, 탤런트",,,
Park Hyuk Kwon,1,박혁권,0,11-Jul-71,33,,1,0,"연극배우,탤런트","박혁권
연극배우, 탤런트",,,
Kim Ji Min,1,김지민,1,12-Feb-00,60,,0,0,개그맨,"김지민
개그맨",,,
Kim Min Seo,1,김민서,1,09-Apr-96,7,,0,0,"영화배우,탤런트","김민서
Minseo Kim
영화배우, 탤런트",,,
Na Ya,1,"나야
",1,21-Mar-86,Notfound,,0,0,정보없음,Notfound,,,
Heo Young Ran,1,허영란,1,16-Sep-80,20,,0,0,"탤런트,영화배우","허영란
탤런트, 영화배우",,,
Lee In,1,"이인
",0,14-Jun-84,Notfound,,0,0,정보없음,Notfound,,,
Kim Hyun Soo,1,김현수,1,23-Jun-00,Notfound,,0,0,야구선수,"김현수
야구선수",,,
Yoon Seung Ah,1,윤승아,1,29-Sep-83,11,,0,0,영화배우,"윤승아
영화배우",,,
Wang Ji Hye,2,왕지혜,1,29-Dec-85,17,,0,0,"탤런트,영화배우","왕지혜
탤런트, 영화배우",,,
Kim Min Soo,3,김민수,0,20-Sep-83,Notfound,,0,1,김민수개그맨1991.김민수정당인1978.김민수야구선수1991.김민수야구선수1992.김민수야구선수2000.김민수가수1985.~2008.동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김민수
개그맨
1991.
김민수
정당인
1978.
김민수
야구선수
1991.
김민수
야구선수
1992.
김민수
야구선수
2000.
김민수
가수
1985.~2008.
동명이인 노출기준
이 정보가 표시된 이유",,,
Lee Young Eun,1,이영은,1,09-Aug-82,Notfound,,0,0,이영은탤런트영은영화배우이영은아나운서1993.이영은영화배우이영은요트선수1993.이영은전대학교수동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
이영은
탤런트
영은
영화배우
이영은
아나운서
1993.
이영은
영화배우
이영은
요트선수
1993.
이영은
전 대학교수
동명이인 노출기준
이 정보가 표시된 이유",,,
Lee Yoon Ji,2,이윤지,1,15-Mar-84,32,,0,0,"탤런트,영화배우","이윤지
탤런트, 영화배우",,,
Jo Yeon Ho,1,조연호,0,19-Aug-10,2,,0,1,가수,"조연호
가수",,,
Lee Ha Yul,2,이하율,0,20-May-87,16,,0,0,"영화배우,탤런트","이하율
Lee Ha Yul
영화배우, 탤런트",,,
Heo Jung Eun,1,허정은,1,14-Sep-07,14,,0,0,탤런트,"허정은
탤런트",,,
Lee Jae Yoon,3,이재윤,0,05-Dec-84,31,,0,0,탤런트,"이재윤
탤런트",,,
Jin Yi Han,2,진이한,0,10-Oct-78,18,,0,0,"탤런트,영화배우","진이한
탤런트, 영화배우",,,
Son Ga Young,1,손가영,1,02-Oct-85,9,,0,0,탤런트,"손승우
Seung Woo Sohn
탤런트",,,
Jo Jin Woong,2,조진웅,0,03-Mar-76,7,,0,0,"조원준,영화배우,탤런트","조진웅
조원준, Jinwoong Cho
영화배우, 탤런트",,,
Sun Woo Jae Duk,1,선우재,0,23-Jul-62,Notfound,,0,0,정보없음,Notfound,,,
Kwon Hyun Sang,1,권현상,0,02-Jul-81,Notfound,,0,0,정보없음,Notfound,,,
Kwon BoA,1,권보아,1,05-Nov-86,15,,0,1,"권보아,가수,탤런트","보아
권보아, BoA
가수, 탤런트",,,
Choi Tae Hwan,1,최태환,0,28-Feb-89,20,,0,0,"탤런트,모델","최태환
탤런트, 모델",,,
Shin Suk Chul,1,신석철,0,29-Oct-89,Notfound,,0,0,드럼연주가,"신석철
드럼연주가",,,
Kang So Yeon,1,강,1,23-May-88,Notfound,,0,0,다른어학정보28,"영어사전
다른 어학정보28",,,
Choi Ji Woo,2,최지우,1,11-Jun-75,24,,0,0,"영화배우,탤런트","최지우
영화배우, 탤런트",,,
Kim Sun Woong,1,김선웅,0,01-Nov-91,1,,0,0,영화감독,"김선웅
영화감독",,,
Yoon Ah Jung,1,윤아정,1,19-Nov-83,13,,0,0,탤런트,"윤아정
탤런트",,,
Kim Hye Ji,1,김혜지,1,21-Nov-92,Notfound,,1,0,김혜지탤런트김혜지아나운서1987.김혜지광역의원1989.김혜지연극배우1999.김혜지모델김혜지기자동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김혜지
탤런트
김혜지
아나운서
1987.
김혜지
광역의원
1989.
김혜지
연극배우
1999.
김혜지
모델
김혜지
기자
동명이인 노출기준
이 정보가 표시된 이유",,,
Lee Min Woo,1,이민우,0,28-Jul-79,Notfound,,0,0,야구선수,"이민우
야구선수",,,
Noh Young Hak,1,노영학,0,01-Apr-93,27,,0,0,"탤런트,영화배우","노영학
탤런트, 영화배우",,,
Cha In Pyo,1,차인표,0,14-Oct-67,34,,0,0,"탤런트,영화배우","차인표
In Pyo Cha
탤런트, 영화배우",,,
Choi Min,2,"최민
",0,01-Jan-87,Notfound,,0,0,정보없음,Notfound,,,
Jung Heon,1,김정헌,0,03-May-87,11,,0,0,"김정헌영화배우,탤런트","정헌
김정헌
영화배우, 탤런트",,,
Kim Yun Seo,1,김윤서,1,28-Mar-86,21,,0,0,"영화배우,탤런트","김윤서
영화배우, 탤런트",,,
Uhm Tae Woong,1,엄태웅,0,05-Apr-74,18,,0,0,"영화배우,탤런트","엄태웅
영화배우, 탤런트",,,
Lee Hoon,1,"이훈
",0,06-May-73,Notfound,,0,0,정보없음,Notfound,,,
Ma Dong Seok,1,예정화,1,23-May-88,5,,0,0,"모델,영화배우","예정화
모델, 영화배우",,,
Heo Yi Jae,1,허이재,1,19-Feb-87,5,,0,0,"탤런트,영화배우","허이재
탤런트, 영화배우",,,
Kim Seo Ra,1,김서라,1,29-Jan-68,43,,0,0,"탤런트,영화배우","김서라
탤런트, 영화배우",,,
Nam Tae Hyun,2,남태현,0,10-May-94,6,,0,1,가수,"남태현
Tae Hyun Nam
가수",,,
Kim Soo Yeon,1,김수연,1,23-Feb-89,9,,0,0,"교육인,작가","김수연
Su Yeon Kim
교육인, 작가",,,
Park Min Ji,1,박민지,1,22-Jul-89,Notfound,,0,0,투자증권프로골프단골프선수,"박민지
NH투자증권 프로골프단
골프선수",,,
Go Woo Ri,1,고우리,1,22-Feb-88,22,,0,1,"고나은가수,탤런트","고우리
고나은
가수, 탤런트",,,
Kim Jeong Hoon,1,김정훈,0,20-Jan-80,19,,0,1,"탤런트,가수","김정훈
탤런트, 가수",,,
Na Moon Hee,1,나문희,1,30-Nov-41,72,,0,0,"탤런트,영화배우","나문희
탤런트, 영화배우",,,
Hyun Woo Sung,1,현우성,0,16-Mar-79,14,,0,0,탤런트,"현우성
Hyun Woo Sung
탤런트",,,
Sung Yoo Ri,1,성유리,1,03-Mar-81,18,,0,1,"탤런트,가수","성유리
Yu Ri Sung
탤런트, 가수",,,
Kim Min Jong,2,김민종,0,23-Mar-72,29,,0,1,"탤런트,가수","김민종
탤런트, 가수",,,
Shin Rin Ah,1,신린아,1,14-May-09,9,,0,0,영화배우,"신린아
영화배우",,,
Jung Yi Yeon,2,정이연,1,04-Oct-86,10,,0,0,"탤런트,영화배우","변주은
탤런트, 영화배우",,,
Ji Eun Sung,1,지은성,0,03-Aug-91,1,,0,0,탤런트,"지은성
탤런트",,,
Kim In Kwon,1,김인권,0,20-Jan-78,25,,0,0,"영화배우,탤런트","김인권
영화배우, 탤런트",,,
Kim Soo Ro,1,김수로,0,07-May-70,31,,0,0,"김상중영화배우,탤런트","김수로
김상중
영화배우, 탤런트",,,
Kang Boo Ja,1,강부자,1,08-Feb-41,65,,0,0,"탤런트,영화배우","강부자
탤런트, 영화배우",,,
Hong Yo Sub,1,홍요섭,0,03-Jul-55,32,,0,0,"탤런트,영화배우","홍요섭
탤런트, 영화배우",,,
Seo Joon Young,1,서준영,0,24-Apr-87,24,,0,0,"김상구탤런트,영화배우","서준영
김상구
탤런트, 영화배우",,,
Jung Jin Woon,1,정진운,0,02-May-91,42,,0,1,"가수,탤런트","정진운
가수, 탤런트",,,
Lee Joo Hyung,1,이주형,0,02-Dec-95,Notfound,,0,0,키움히어로즈내야수·우투좌타,"이주형NO.38
키움 히어로즈
내야수 · 우투좌타",,,
Seo In Young,1,서인영,1,03-Sep-84,30,,0,1,가수,"서인영
가수",,,
Seo Ha Joon,1,서하준,0,19-Sep-89,10,,0,0,탤런트,"서하준
Ha Jun Seo
탤런트",,,
Park Soon Chun,1,박순천,1,19-Feb-61,45,,0,0,"탤런트,영화배우","박순천
탤런트, 영화배우",,,
Song Il Gook,1,송일국,0,01-Oct-71,21,,0,0,"탤런트,영화배우","송일국
탤런트, 영화배우",,,
Jung Yoon Suk,1,정윤석,0,30-Apr-03,22,,0,0,"탤런트,영화배우","정윤석
탤런트, 영화배우",,,
Yoo Ji In,1,유지인,1,27-Jan-56,32,,0,0,"이윤희탤런트,대학교수","유지인
이윤희
탤런트, 대학교수",,,
Kang Min Kyung,1,강민경,1,03-Aug-90,7,,0,1,"가수,탤런트","강민경
Min Kyung Kang
가수, 탤런트",,,
Jung Chan,1,"정찬
",0,23-Feb-71,Notfound,,0,0,정보없음,Notfound,,,
Cho Hye Jung,2,조혜정,1,22-Dec-92,10,,0,0,탤런트,"조혜정
탤런트",,,
Choi Phillip,1,최필립,0,18-Aug-79,33,,0,0,"영화배우,탤런트","최필립
영화배우, 탤런트",,,
Song Won Geun,1,송원근,0,17-Dec-82,6,,0,0,"탤런트,뮤지컬배우","송원근
탤런트, 뮤지컬배우",,,
Yoo Ho Rin,1,유호린,1,08-Aug-84,11,,0,0,유주희영화배우,"유호린
유주희
영화배우",,,
Seo Yi Ahn,1,서이안,1,12-Jan-91,9,,0,0,탤런트,"서이안
탤런트",,,
Choi Jong Hoon,1,최종훈,0,07-Mar-90,10,,0,0,정보없음,Notfound,,,
Park Doo Shik,1,박두식,0,01-Jan-88,12,,0,0,영화배우,"박두식
영화배우",,,
Han Chae Ah,1,한채아,1,24-Mar-82,20,,0,0,"영화배우,탤런트","한채아
영화배우, 탤런트",,,
Im Seul Ong,2,임슬옹,0,11-May-87,16,,0,1,"가수,탤런트","임슬옹
가수, 탤런트",,,
Kim Suk Hoon,1,김석훈,0,15-Apr-72,21,,0,0,"탤런트,영화배우","김석훈
탤런트, 영화배우",,,
Choi Ye Seul,1,최예슬,1,04-Jan-94,3,,0,0,"탤런트,뮤지컬배우","최예슬
탤런트, 뮤지컬배우",,,
Son Chang Min,1,손창민,0,24-Apr-65,43,,0,0,"탤런트,영화배우","손창민
탤런트, 영화배우",,,
Seo Yoon Ah,1,서윤아,1,26-Sep-86,20,,0,0,"영화배우,탤런트","서윤아
영화배우, 탤런트",,,
Rocky,1,박민혁,0,25-Feb-99,Notfound,,1,1,박민혁기업인박민혁연극배우1999.박민혁앵커박민혁기업인1997.박민혁가수1979.박민혁모델1999.동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
박민혁
기업인
박민혁
연극배우
1999.
박민혁
앵커
박민혁
기업인
1997.
박민혁
가수
1979.
박민혁
모델
1999.
동명이인 노출기준
이 정보가 표시된 이유",,,
MJ,1,김명준,0,05-Mar-94,Notfound,,0,0,영화배우,"김명준
Myung Jun Kim
영화배우",,,
Moon Bin,1,"문빈
",0,26-Jan-98,Notfound,,0,0,정보없음,Notfound,,,
Jin Jin,1,박진우,0,15-Mar-96,Notfound,,0,0,박진우영화배우박진우영화배우1983.박진우전야구선수1990.박진우온라인콘텐츠창작자1987.박진우금융기관단체인1956.박진우영화배우2003.동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
박진우
영화배우
박진우
영화배우
1983.
박진우
전 야구선수
1990.
박진우
온라인콘텐츠창작자
1987.
박진우
금융기관단체인
1956.
박진우
영화배우
2003.
동명이인 노출기준
이 정보가 표시된 이유",,,
Park Jeong Hwa,1,박정화,1,08-May-95,8,,0,1,"정화가수,탤런트","박정화
정화
가수, 탤런트",,,
Park Eun Seok,1,박은석,0,10-Feb-84,17,,1,0,"탤런트,연극배우","박은석
탤런트, 연극배우",,,
Kim Jung Seok,1,김정석,0,06-Apr-67,Notfound,,0,0,"김정석심리상담가,작가","직장아재
김정석
심리상담가, 작가",,,
Jung Il Hoon,1,정일훈,0,04-Oct-94,9,,0,1,가수,"정일훈
가수",,,
Go Hyun,1,"고현
",0,19-Oct-87,Notfound,,0,0,정보없음,Notfound,,,
Lee Chul Woo,1,이철우,0,15-Apr-92,Notfound,,0,0,"李喆雨경북지사,전국회의원","이철우
李喆雨
경북지사, 전 국회의원",,,
Lee Bum Soo,1,이범수,0,03-Jan-70,16,1990,0,0,영화배우,"이범수
영화배우",,,0
Shim Chang Min,1,심창민,0,18-Feb-88,4,2003,0,0,야구선수,"심창민
야구선수",,,0
Kim Seung Woo,1,김승우,0,24-Feb-69,26,,0,0,"영화배우,탤런트","김승우
영화배우, 탤런트",,,
Son Dam Bi,1,손담비,1,25-Sep-83,21,1997,0,1,"가수,탤런트","손담비
가수, 탤런트",,,0
Choo Soo Hyun,1,추수현,1,05-Mar-88,7,2014,0,0,탤런트,"추수현
탤런트",,,0
Kim Hye Ri,1,김혜리,1,23-Dec-69,29,1988,0,0,"영화배우,미스코리아","김혜리
영화배우, 미스코리아",,,0
Hwang Woo Seul Hye,1,황우슬,1,10-Aug-79,14,2008,0,0,이미지신고하기,"이미지
이미지 신고하기",,,0
Hwang Dong Joo,1,황동주,0,15-Apr-74,28,1996,0,0,"탤런트,영화배우","황동주
탤런트, 영화배우",,,0
Yun Woon Kyung,1,연운경,1,09-Aug-53,31,1972,0,0,"탤런트,영화배우","연운경
탤런트, 영화배우",,,0
Jeon Won Joo,1,전원주,1,08-Aug-39,34,1960,0,0,"탤런트,영화배우","전원주
탤런트, 영화배우",,,0
Heo Jin,1,"허진
",1,28-Aug-49,24,1971,0,0,정보없음,Notfound,,,0
Nam Neung Mi,1,남능미,1,10-Dec-46,40,1967,0,0,"탤런트,영화배우","남능미
탤런트, 영화배우",,,0
Baek Soo Ryun,1,백수련,1,29-Feb-40,11,1958,0,0,"‌탤런트,영화배우","백수련
‌Baek Su Ryeon
탤런트, 영화배우",,,0
Kim Hye Ok,1,김혜옥,1,09-May-58,69,1978,0,0,"탤런트,영화배우","김혜옥
탤런트, 영화배우",,,0
Kim Min Kyung,1,김민경,1,27-Sep-60,25,,0,0,개그맨,"김민경
개그맨",,,
Yoon Jong Hwa,1,윤종화,0,22-Oct-79,18,2005,0,0,탤런트,"윤종화
탤런트",,,0
Jang Ji Eun,1,장지은,1,31-May-86,13,2008,0,0,탤런트,"장지은
탤런트",,,0
Kim Min Ji,1,김민지,1,11-Apr-92,14,2008,0,0,육상선수,"김민지
육상선수",,,0
Kim Yoo Suk,1,김유석,0,22-Sep-66,26,1998,0,0,"영화배우,탤런트","김유석
영화배우, 탤런트",,,0
Ahn Jae Min,1,안재민,0,04-May-86,17,2003,0,0,영화배우,"안재민
영화배우",,,0
Baek Seung Hee,1,백승희,1,12-Sep-86,21,2007,0,0,탤런트,"백승희
탤런트",,,0
Wang Ji Won,1,왕지원,1,12-Nov-88,13,2012,0,0,탤런트,"왕지원
탤런트",,,0
Yoo Byung Jae,1,유병재,0,06-May-88,40,2011,0,0,"코미디언,방송작가","유병재
코미디언, 방송작가",,,0
Kim Chang Hwan,1,김창환,0,01-Sep-86,20,1992,0,0,김창환작곡가김창환기업인1964.김창환영화배우1986.김창환기업인1974.김창환기업인1961.김창환연구인동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김창환
작곡가
김창환
기업인
1964.
김창환
영화배우
1986.
김창환
기업인
1974.
김창환
기업인
1961.
김창환
연구인
동명이인 노출기준
이 정보가 표시된 이유",,,0
Jung Yoon Hak,1,정윤학,0,02-Dec-84,4,2007,0,1,정윤학가수,"윤학
정윤학
가수",,,0
Jung Joon Young,1,정준영,0,21-Feb-89,11,2010,0,0,영화배우,"정준영
Jun Young Jung
영화배우",,,0
Terada Takuya,1,,,,6,2009,0,0,다른어학정보16,"영어사전
다른 어학정보16",,,0
Park Yoo Chun,1,박유천,0,04-Jun-86,8,2003,0,1,"유천가수,탤런트","박유천
유천
가수, 탤런트",,,0
Yoo Ho Jung,1,유호정,1,24-Jan-69,28,1991,0,0,"탤런트,영화배우","유호정
탤런트, 영화배우",,,0
Jang Shin Young,1,장신영,1,17-Jan-84,26,2001,0,0,"배우,영화배우","장신영
Chang Shin Young
배우, 영화배우",,,0
Min Hyo Rin,1,민효린,1,28-Feb-86,8,2006,0,1,"정은란,탤런트,가수","민효린
정은란, Min Hyo Rin
탤런트, 가수",,,0
Yoon Hee Seok,1,윤희석,0,19-Feb-75,32,1998,0,0,정당인,"윤희석
정당인",,,0
Yoon Son Ha,1,윤손하,1,23-Oct-75,28,1994,0,0,"탤런트,영화배우","윤손하
탤런트, 영화배우",,,0
Park Tam Hee,1,박탐희,1,02-Jan-78,20,1998,0,0,"탤런트,영화배우","박탐희
Park Tamhee
탤런트, 영화배우",,,0
Kim Bo Yun,1,김보윤,1,18-Dec-01,7,2013,0,0,"영화배우,탤런트","김보윤
영화배우, 탤런트",,,1
Shin Min Soo,1,신민수,0,07-Dec-86,4,2010,0,0,탤런트,"신민수
탤런트",,,0
