eng_name,drama_num,kor_name,gender,birth,drama_cnt_naver,debut,play_actor,singer,child_actor,actor_type,actor_type_real
Park Hee Jung,1,박희정,1.0,1986-12-07,1,,,,,"박희정
영화배우",영화배우
Yoo Yeon Seok,7,유연석,0.0,1986-12-07,25,,,,,"유연석
안연석, Yeon Seok Yoo
탤런트, 영화배우","안연석,탤런트,영화배우"
Mun Ka Young,6,문가영,1.0,1986-12-07,30,,,,,"문가영
영화배우, 탤런트","영화배우,탤런트"
Geum Sae Rok,4,금새록,1.0,1986-12-07,7,,,,,"금새록
영화배우",영화배우
Jung Ga Ram,3,정가람,0.0,1986-12-07,10,,,,,"정가람
영화배우, 탤런트","영화배우,탤런트"
Kim Hyun Joo,7,김현주,1.0,1986-12-07,32,,,,,"김현주
탤런트, 영화배우","탤런트,영화배우"
Park Hee Soon,5,박희순,0.0,1986-12-07,11,,,,,"박희순
영화배우, 연극배우","영화배우,연극배우"
Kim Mu Yeol,5,김무열,0.0,1986-12-07,15,,,,,"김무열
영화배우, 뮤지컬배우","영화배우,뮤지컬배우"
Jung Soo Bin,2,정수빈,1.0,1986-12-07,Notfound,,,,,"정수빈NO.31
두산 베어스
외야수 · 좌투좌타",두산베어스외야수·좌투좌타
Go Soo,5,고수,0.0,1986-12-07,Notfound,,,,,Notfound,정보없음
Ahn So Hee,3,안소희,1.0,1986-12-07,10,,,1.0,,"안소희
영화배우, 탤런트","영화배우,탤런트"
Ha Joon,7,하준,0.0,1986-12-07,Notfound,,,,,"하준
Ha Jun
영화배우",영화배우
Lee Jung Eun,6,이정은,1.0,1986-12-07,29,,,,,"이정은
연극배우",연극배우
Kim Dong Hwi,1,김동휘,0.0,1986-12-07,2,,,,,"김동휘
Kim Dong Hwi
영화배우",영화배우
Seo Ji Hye,8,서지혜,1.0,1986-12-07,Notfound,,,,,"서지혜
영화배우",영화배우
Hong Soo Hyun,2,홍수현,1.0,1986-12-07,37,,,,,"홍수현
탤런트, 가수","탤런트,가수"
Lee Sang Woo,8,이상우,0.0,1986-12-07,23,,,,,"이상우
탤런트, 영화배우","탤런트,영화배우"
Lee Sung Jae,4,이성재,0.0,1986-12-07,24,,,,,"이성재
영화배우, 탤런트","영화배우,탤런트"
Park Young Woon,1,박영운,0.0,1986-12-07,5,,,,,"박영운
영화배우",영화배우
Park Jeong Woo,1,박정우,0.0,1986-12-07,Notfound,,,,,"박정우
탤런트",탤런트
Jang You Sung,1,장유성,0.0,1986-12-07,Notfound,,,,,"장유성
가수, 영화배우","가수,영화배우"
Lee Jae Wook,5,이재욱,0.0,1986-12-07,9,,,,,"이재욱
탤런트, 영화배우","탤런트,영화배우"
Go Youn Jung,1,고윤정,1.0,1986-12-07,7,,,,,"고윤정
영화배우, 탤런트","영화배우,탤런트"
Hwang Min Hyun,3,황민현,0.0,1986-12-07,6,,,,,"황민현
가수, 탤런트","가수,탤런트"
Shin Seung Ho,4,신승호,0.0,1986-12-07,9,,,,,"신승호
seung ho Shin
탤런트",탤런트
Oh Na Ra,6,오나라,1.0,1986-12-07,34,,,,,"오나라
영화배우, 탤런트","영화배우,탤런트"
Yoo Ji Tae,6,유지태,0.0,1986-12-07,12,,,,,"유지태
영화배우, 영화감독","영화배우,영화감독"
Park Hae Soo,6,박해수,0.0,1986-12-07,9,,,,,"박해수
영화배우, 연극배우","영화배우,연극배우"
Jeon Jong Seo,3,전종서,1.0,1986-12-07,3,,,,,"전종서
Jun Jong Seo
영화배우",영화배우
Lee Won Jong,3,이원종,0.0,1986-12-07,64,,,,,"이원종
탤런트, 영화배우","탤런트,영화배우"
Jang Yoon Ju,2,장윤주,1.0,1986-12-07,24,,,,,"장윤주
모델, 영화배우","모델,영화배우"
Kim Woo Seok,4,김우석,0.0,1986-12-07,9,,0.0,1.0,0.0,"같은 이름 다른 인물
김우석
가수
1996.
김우석
탤런트
1994.
김우석
가수
2004.
김우석
탤런트
1996.
김우석
변호사
김우석
시사평론가
1967.
동명이인 노출기준
이 정보가 표시된 이유",김우석가수1996.김우석탤런트1994.김우석가수2004.김우석탤런트1996.김우석변호사김우석시사평론가1967.동명이인노출기준이정보가표시된이유
Kim Young Dae,4,김영대,0.0,1986-12-07,15,,,,,"김영대
탤런트, 모델","탤런트,모델"
Park Ju Hyun,5,박주현,1.0,1986-12-07,8,,,,,"박주현
탤런트",탤런트
Lee Sun Bin,6,이선빈,1.0,1986-12-07,16,,,,,"이선빈
이진경
탤런트",이진경탤런트
Han Sun Hwa,6,한선화,1.0,1986-12-07,25,,,,,"한선화
탤런트",탤런트
Jung Eun Ji,4,정은지,1.0,1986-12-07,25,,,,,"정은지
가수, 탤런트","가수,탤런트"
Choi Si Won,6,최시원,0.0,1986-12-07,32,,,,,"시원
최시원
가수, 탤런트","최시원가수,탤런트"
Chae Jong Hyeop,5,채종협,0.0,1986-12-07,Notfound,,,,,"채종협
탤런트",탤런트
Seo Eun Soo,5,서은수,1.0,1986-12-07,11,,,,,"서은수
탤런트",탤런트
Kim Seol Hyun,5,김설현,1.0,1986-12-07,10,,,,,"김설현
Kim Seol Hyun
영화배우",영화배우
Yim Si Wan,6,임시완,0.0,1986-12-07,20,,,,,"임시완
Yim Si Wan
영화배우, 가수","영화배우,가수"
Shin Eun Soo,3,신은수,1.0,1986-12-07,11,,,,,"신은수
영화배우, 탤런트","영화배우,탤런트"
a.mond,1,방재민,0.0,1986-12-07,3,,,,,"방재민
Bang Jae Min
가수, 탤런트","가수,탤런트"
Oh Yu Jin,1,오유진,1.0,1986-12-07,4,,,,,"오유진
Oh Yoojin
가수",가수
Bae Hyeon Jun,1,배현준,0.0,1986-12-07,Notfound,,,,,"배현준
HYEON JUN BAE
탤런트",탤런트
Kim Sun Bin,1,김선빈,0.0,1986-12-07,Notfound,,,,,"김선빈NO.3
KIA 타이거즈
내야수 · 우투우타",타이거즈내야수·우투우타
Yoon Ye Joo,2,윤예주,1.0,1986-12-07,Notfound,,,,,"윤예주
탤런트",탤런트
Lee Ha Min,1,이하민,0.0,1986-12-07,Notfound,,,,,"이하민
탤런트",탤런트
Song Joong Ki,6,송중기,0.0,1986-12-07,20,,,,,"송중기
탤런트, 영화배우","탤런트,영화배우"
Shin Hyun Bin,5,신현빈,1.0,1986-12-07,13,,,,,"신현빈
Hyun Been Shin
영화배우, 탤런트","영화배우,탤런트"
Kim Yong Ji,1,김용지,1.0,1986-12-07,7,,,,,"김용지
탤런트",탤런트
Kang Hae Lim,1,강해림,1.0,1986-12-07,2,,,,,"강해림
탤런트",탤런트
Kim Su Yeon,1,김수연,1.0,1986-12-07,Notfound,,,,,"김수연
Su Yeon Kim
교육인, 쇼핑호스트","교육인,쇼핑호스트"
NC.A,1,임소은,1.0,1986-12-07,8,,,,,"NC.A
임소은, 앤씨아
가수","임소은,앤씨아가수"
Choi Seok Won,1,최석원,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
탄
가수
1996.
최석원
기업인
1951.
최석원
기업인
1931.
최석원
영화감독
최석원
대학교수
최석원
금융인
1966.
최석원
영화스탭
최석원
작곡가
1948.
최석원
영화배우
최석원
기업인
1975.
최석원
대학교수
최석원
금융인
1959.
최석원
전문직업인
1953.
최석원
요리연구가
1971.
최석원
기술관련종사자
최석원
가수
1996.
다음
동명이인 노출기준
이 정보가 표시된 이유",탄가수1996.최석원기업인1951.최석원기업인1931.최석원영화감독최석원대학교수최석원금융인1966.최석원영화스탭최석원작곡가1948.최석원영화배우최석원기업인1975.최석원대학교수최석원금융인1959.최석원전문직업인1953.최석원요리연구가1971.최석원기술관련종사자최석원가수1996.다음동명이인노출기준이정보가표시된이유
Kim Rae Won,4,김래원,0.0,1986-12-07,20,,,,,"김래원
영화배우, 탤런트","영화배우,탤런트"
Son Ho Jun,6,손호준,0.0,1986-12-07,30,,,,,"손호준
영화배우, 탤런트","영화배우,탤런트"
Gong Seung Yeon,8,공승연,1.0,1986-12-07,20,,,,,"공승연
탤런트",탤런트
Lomon,2,로몬,0.0,1986-12-07,Notfound,,,,,"로몬
탤런트",탤런트
Seo Ji Hoon,7,서지훈,0.0,1986-12-07,15,,,,,"서지훈
탤런트",탤런트
Chae Sang Woo,1,채상우,0.0,1986-12-07,19,,,,,"채상우
영화배우",영화배우
Lee Soo Min,2,이수민,1.0,1986-12-07,18,,,,,"이수민
탤런트, 모델","탤런트,모델"
Seo Hyun Woo,2,서현우,0.0,1986-12-07,8,,,,,"서현우
Hyunwoo Seo
영화배우",영화배우
Lee Seo Jin,5,이서진,0.0,1986-12-07,35,,,,,"이서진
탤런트, 영화배우","탤런트,영화배우"
Joo Hyun Young,1,주현영,1.0,1986-12-07,14,,,,,"주현영
영화배우",영화배우
Go Doo Shim,5,고두심,1.0,1986-12-07,84,,,,,"고두심
탤런트, 영화배우","탤런트,영화배우"
Kang Ha Neul,4,강하늘,0.0,1986-12-07,18,,,,,"강하늘
김하늘
영화배우",김하늘영화배우
Ha Ji Won,5,하지원,1.0,1986-12-07,18,,,,,"하지원
영화배우, 탤런트","영화배우,탤런트"
Jin Seon Kyu,2,진선규,0.0,1986-12-07,15,,,,,"진선규
연극배우",연극배우
Chang Ryul,1,장률,0.0,1986-12-07,Notfound,,,,,"장률
영화배우, 연극배우","영화배우,연극배우"
Jin Goo,6,진구,0.0,1986-12-07,Notfound,,,,,"진구
탤런트, 영화배우","탤런트,영화배우"
Nana,8,나나,1.0,1986-12-07,Notfound,,,,,"나나
Nana
가수, 영화배우","가수,영화배우"
Yoon Hyun Suk,1,윤현석,0.0,1986-12-07,3,,,,,"현석
윤현석
가수",윤현석가수
Keum Dong Hyun,1,금동현,0.0,1986-12-07,3,,,,,"금동현
가수",가수
Ha Sun Ho,1,하선호,1.0,1986-12-07,Notfound,,,,,"하선호
Seon Ho Ha, Sandy
가수",",가수"
Won Young Wook,1,원영욱,0.0,1986-12-07,Notfound,,,,,"원영욱
탤런트",탤런트
Lee Hye Ri,8,이혜리,1.0,1986-12-07,Notfound,,,,,"이혜리
가수",가수
Lee Jun Young,8,이준영,0.0,1986-12-07,13,,,,,"이준영
가수, 탤런트","가수,탤런트"
Ok Ja Yeon,2,옥자연,1.0,1986-12-07,12,,,,,"옥자연
연극배우",연극배우
Kim Hye Soo,4,김혜수,1.0,1986-12-07,35,,,,,"김혜수
영화배우",영화배우
Kim Hae Sook,5,김해숙,1.0,1986-12-07,97,,,,,"김해숙
탤런트, 영화배우","탤런트,영화배우"
Choi Won Young,8,최원영,0.0,1986-12-07,35,,,,,"최원영
Wonyoung Choi
영화배우, 탤런트","영화배우,탤런트"
Moon Sang Min,1,문상민,0.0,1986-12-07,Notfound,,,,,"문상민
탤런트",탤런트
Shin Ha Kyun,5,신하균,0.0,1986-12-07,12,1998.0,,0.0,0.0,"신하균
Shin Ha Kyun
영화배우",영화배우
Han Ji Min,6,한지민,1.0,1986-12-07,23,,,,,"한지민
탤런트, 영화배우","탤런트,영화배우"
Jang Seo Hee,3,장서희,1.0,1986-12-07,33,,,,,"장서희
탤런트, 영화배우","탤런트,영화배우"
Oh Chang Seok,4,오창석,0.0,1986-12-07,Notfound,,,,,"오창석
영화배우, 탤런트","영화배우,탤런트"
Kim Gyu Seon,1,김규선,1.0,1986-12-07,13,,,,,"김규선
Kyu Seon Kim
영화배우",영화배우
Han Ji Wan,1,한지완,1.0,1986-12-07,Notfound,,,,,"한지완
탤런트",탤런트
Ban Hyo Jung,1,반효정,1.0,1986-12-07,78,,,,,"반효정
탤런트, 영화배우","탤런트,영화배우"
Lee Hyun Seok,1,이현석,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
이현석
기업인
1983.
이현석
방송인
1978.
이현석
영화배우
1985.
이현석
온라인콘텐츠창작자
1992.
이현석
전 야구선수
1992.
이현석
가수
1994.
동명이인 노출기준
이 정보가 표시된 이유",이현석기업인1983.이현석방송인1978.이현석영화배우1985.이현석온라인콘텐츠창작자1992.이현석전야구선수1992.이현석가수1994.동명이인노출기준이정보가표시된이유
Park Ha Na,6,박하나,1.0,1986-12-07,25,,,,,"박하나
탤런트",탤런트
Kang Ji Sub,3,강지섭,0.0,1986-12-07,28,,,,,"강지섭
탤런트, 영화배우","탤런트,영화배우"
Oh Seung Ah,3,오승아,1.0,1986-12-07,16,,,,,"오승아
탤런트, 가수","탤런트,가수"
Jeon Yeo Been,3,전여빈,1.0,1986-12-07,5,,,,,"전여빈
영화배우",영화배우
Doh Kyung Soo,2,도경수,0.0,1986-12-07,12,,,,,"디오
도경수, D.O.
가수, 영화배우","도경수,..가수,영화배우"
Lee Se Hee,2,이세희,1.0,1986-12-07,9,,,,,"이세희
Se He Lee
탤런트",탤런트
Han Ji Hyun,1,한지현,1.0,1986-12-07,5,,,,,"한지현
탤런트",탤런트
Bae In Hyuk,4,배인혁,0.0,1986-12-07,12,,,,,"배인혁
In Hyuk Bae
탤런트",탤런트
Kim Hyun Jin,1,김현진,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
김현진
탤런트
김현진
배우
1990.
김현진
연극배우
1996.
김현진
연극배우
김현진
연극배우
현진
가수
2000.
동명이인 노출기준
이 정보가 표시된 이유",김현진탤런트김현진배우1990.김현진연극배우1996.김현진연극배우김현진연극배우현진가수2000.동명이인노출기준이정보가표시된이유
Jang Gyu Ri,1,장규리,1.0,1986-12-07,6,,,,,"장규리
탤런트",탤런트
Kwak Dong Yeon,5,곽동연,0.0,1986-12-07,32,2012.0,,0.0,0.0,"곽동연
탤런트",탤런트
Go Sung Hee,7,고성희,1.0,1986-12-07,12,,,,,"고성희
Sung Hee Ko
영화배우",영화배우
Bae Hyun Sung,2,배현성,0.0,1986-12-07,9,,,,,"배현성
탤런트",탤런트
Kim Seung Soo,2,김승수,0.0,1986-12-07,Notfound,,,,,"김승수
국회의원, 전 공무원","국회의원,전공무원"
Im Joo Hwan,9,임주환,0.0,1986-12-07,23,,,,,"임주환
영화배우, 모델","영화배우,모델"
Lee Tae Sung,4,이태성,0.0,1986-12-07,25,,,,,"이태성
李太成, Lee Tae Sung
영화배우, 화가","李太成,영화배우,화가"
Kim So Eun,6,김소은,1.0,1986-12-07,29,,,,,"김소은
탤런트, 영화배우","탤런트,영화배우"
Lee Yoo Jin,1,이유진,0.0,1986-12-07,10,,,,,"이유진
탤런트, 영화배우","탤런트,영화배우"
Ahn Jae Wook,2,안재욱,0.0,1986-12-07,32,,,,,"안재욱
탤런트, 가수","탤런트,가수"
Lee Mi Sook,2,이미숙,1.0,1986-12-07,53,,,,,"이미숙
영화배우",영화배우
Song Young Chang,1,송영창,0.0,1986-12-07,19,,,,,"송영창
탤런트, 연극배우","탤런트,연극배우"
Shin Goo,1,신구,0.0,1986-12-07,Notfound,,,,,Notfound,정보없음
Oh Hyun Kyung,2,오현경,1.0,1986-12-07,48,,,,,"오현경
탤런트, 미스코리아","탤런트,미스코리아"
Kim Ji Eun,3,김지은,1.0,1986-12-07,13,,,,,"김지은
탤런트",탤런트
Namkoong Min,11,남궁민,0.0,1986-12-07,30,,,,,"남궁민
탤런트, 영화배우","탤런트,영화배우"
Choi Dae Hoon,3,최대훈,0.0,1986-12-07,29,,,,,"최대훈
Choi Dae Hoon
영화배우, 탤런트","영화배우,탤런트"
Park Jin Woo,4,박진우,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
박진우
영화배우
박진우
영화배우
1983.
박진우
전 야구선수
1990.
박진우
온라인콘텐츠창작자
1987.
박진우
금융기관단체인
1956.
박진우
영화배우
2003.
동명이인 노출기준
이 정보가 표시된 이유",박진우영화배우박진우영화배우1983.박진우전야구선수1990.박진우온라인콘텐츠창작자1987.박진우금융기관단체인1956.박진우영화배우2003.동명이인노출기준이정보가표시된이유
Yook Sung Jae,5,육성재,0.0,1986-12-07,19,,,,,"육성재
가수, 탤런트","가수,탤런트"
Lee Jong Won,4,이종원,0.0,1986-12-07,Notfound,,,,,"이종원
탤런트, 영화배우","탤런트,영화배우"
Jung Chae Yeon,4,정채연,1.0,1986-12-07,16,,,,,"정채연
탤런트, 가수","탤런트,가수"
Park Min Young,7,박민영,1.0,1986-12-07,24,,,,,"박민영
탤런트, 영화배우","탤런트,영화배우"
Go Kyung Pyo,7,고경표,0.0,1986-12-07,23,,,,,"고경표
탤런트, 영화배우","탤런트,영화배우"
Kim Jae Young,6,김재영,0.0,1986-12-07,18,,,,,"김재영
영화배우",영화배우
Jung Ryeo Won,5,김향기,1.0,1986-12-07,13,,,,,"김향기
영화배우, 탤런트","영화배우,탤런트"
Lee Kyu Hyung,4,이규형,0.0,1986-12-07,9,,,,,"이규형
Lee Kyoo Hyung
뮤지컬배우, 영화배우","뮤지컬배우,영화배우"
Chun Ho Jin,3,천호진,0.0,1986-12-07,55,,,,,"천호진
탤런트, 영화배우","탤런트,영화배우"
Oh Dae Hwan,2,오대환,0.0,1986-12-07,30,,,,,"오대환
영화배우, 뮤지컬배우","영화배우,뮤지컬배우"
Cha Hwa Yun,2,차화연,1.0,1986-12-07,52,,,,,"차화연
탤런트, 영화배우","탤런트,영화배우"
Lee Min Jung,3,이민정,1.0,1986-12-07,19,1998.0,,0.0,0.0,"이민정
탤런트",탤런트
Lee Sang Yeob,10,이상엽,0.0,1986-12-07,38,,,,,"이상엽
탤런트, 영화배우","탤런트,영화배우"
Jung Woo,3,정우,0.0,1986-12-07,Notfound,,,,,"정우
김정국
영화배우, 탤런트","김정국영화배우,탤런트"
Lee You Mi,1,이유미,1.0,1986-12-07,13,,,,,"이유미
영화배우, 탤런트","영화배우,탤런트"
Kwon Yool,7,권율,0.0,1986-12-07,Notfound,,,,,"권율
권세인, Yul Kwon
영화배우","권세인,영화배우"
Park Se Young,5,박세영,1.0,1986-12-07,17,,,,,"박세영
탤런트",탤런트
Moon You Kang,1,문유강,0.0,1986-12-07,7,,,,,"문유강
You Kang Moon
연극배우",연극배우
Ha Jung Woo,1,하정우,0.0,1986-12-07,6,,,,,"하정우
김성훈
영화배우, 영화감독","김성훈영화배우,영화감독"
Hwang Jung Min,2,황정민,0.0,1986-12-07,4,,,,,"황정민
영화배우, 탤런트","영화배우,탤런트"
Lee Seung Gi,4,이승기,0.0,1986-12-07,38,,,,,"이승기
가수, 탤런트","가수,탤런트"
Lee Se Young,9,이세영,1.0,1986-12-07,29,,,,,"이세영
영화배우, 탤런트","영화배우,탤런트"
Kim Go Eun,6,김고은,1.0,1986-12-07,9,,,,,"김고은
영화배우",영화배우
Nam Ji Hyun,6,남지현,1.0,1986-12-07,26,,,,,"남지현
탤런트, 영화배우","탤런트,영화배우"
Park Ji Hu,2,박지후,1.0,1986-12-07,4,,,,,"박지후
탤런트, 영화배우","탤런트,영화배우"
Wi Ha Joon,4,위하준,0.0,1986-12-07,12,,,,,"위하준
영화배우, 탤런트","영화배우,탤런트"
Jung Il Woo,6,정일우,0.0,1986-12-07,19,,,,,"정일우
丁一宇, Ilwoo Jung
탤런트, 영화배우","丁一宇,탤런트,영화배우"
Kwon Yu Ri,9,권유리,1.0,1986-12-07,35,2007.0,,1.0,0.0,"유리
가수, 탤런트","가수,탤런트"
Han Ji Eun,5,한지은,1.0,1986-12-07,9,,,,,"한지은
영화배우",영화배우
Jang Gwang,2,장광,0.0,1986-12-07,Notfound,,,,,"장광
성우, 영화배우","성우,영화배우"
Kim Sun Young,1,김선영,1.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
김선영
연극배우
1976.
김선영
뮤지컬배우
김선영
영화배우
김선영
아나운서
1980.
김선영
교육인
김선영
영화배우
1975.
동명이인 노출기준
이 정보가 표시된 이유",김선영연극배우1976.김선영뮤지컬배우김선영영화배우김선영아나운서1980.김선영교육인김선영영화배우1975.동명이인노출기준이정보가표시된이유
Yoon Jin Seo,4,윤진서,1.0,1986-12-07,13,,,,,"윤진서
Jin Seo Yoon
영화배우",영화배우
Park Ji Yeon,5,박지연,1.0,1986-12-07,9,,,,,"박지연
Ji Yeon Park
뮤지컬배우, 탤런트","뮤지컬배우,탤런트"
Choi Soo Young,6,최수영,1.0,1986-12-07,25,,,,,"수영
최수영
가수, 탤런트","최수영가수,탤런트"
Sung Dong Il,5,성동일,0.0,1986-12-07,63,,,,,"성동일
탤런트, 영화배우","탤런트,영화배우"
Ji Chang Wook,7,지창욱,0.0,1986-12-07,22,,,,,"지창욱
영화배우, 뮤지컬배우","영화배우,뮤지컬배우"
Choi Daniel,4,최다니,0.0,1986-12-07,Notfound,,,,,Notfound,정보없음
Son Hyun Joo,6,손현주,0.0,1986-12-07,54,,,,,"손현주
탤런트, 영화배우","탤런트,영화배우"
Kim Hyo Jin,3,김효진,1.0,1986-12-07,17,,,,,"김효진
영화배우, 탤런트","영화배우,탤런트"
Kim Se Jeong,5,김세정,1.0,1986-12-07,17,,,,,"김세정
가수",가수
Nam Yoon Su,3,남윤수,0.0,1986-12-07,10,,,,,"남윤수
Yoon Su Nam
탤런트, 모델","탤런트,모델"
Lee Jong Suk,5,이종석,0.0,1986-12-07,Notfound,,,,,"이종석
헌법재판관",헌법재판관
Ji Sung,7,지성,0.0,1986-12-07,Notfound,,,,,"지성
곽태근, Ji Sung
탤런트, 영화배우","곽태근,탤런트,영화배우"
Lee Soo Kyung,6,이수경,1.0,1986-12-07,Notfound,,,,,"이수경
Lee Soo Kyung
영화배우, 탤런트","영화배우,탤런트"
Yoo Young Jae,2,유영재,0.0,1986-12-07,Notfound,,,,,"유영재
탤런트",탤런트
Jo Yu Ri,1,조유리,1.0,1986-12-07,9,,,,,"조유리
JO YURI
가수",가수
Kim Yoon Woo,1,김윤우,0.0,1986-12-07,4,,,,,"김윤우
영화배우",영화배우
Kim Min Ho,1,김민호,0.0,1986-12-07,12,,,,,"김민호
영화배우",영화배우
Jeon Seung Hun,1,전승훈,0.0,1986-12-07,2,,,,,"전승훈
영화배우",영화배우
Nam Tae Woo,1,남태우,0.0,1986-12-07,6,,,,,"남태우
탤런트",탤런트
Lee Sang Jin,1,이상진,0.0,1986-12-07,8,,,,,"이상진
연극배우",연극배우
Lee Jung Hyun,2,이정현,1.0,1986-12-07,16,,,,,"이정현
Jung Hyun Lee
영화배우",영화배우
Lee Choong Goo,1,이충구,0.0,1986-12-07,5,,,,,"이충구
영화배우",영화배우
Jung Eugene,5,정유진,1.0,1986-12-07,11,,,,,"정유진
탤런트, 영화배우","탤런트,영화배우"
Kim Hee Sun,6,김희선,1.0,1986-12-07,33,,,,,"김희선
탤런트, 영화배우","탤런트,영화배우"
Lee Hyun Wook,3,이현욱,0.0,1986-12-07,12,,,,,"이현욱
영화배우, 탤런트","영화배우,탤런트"
Cha Ji Yeon,1,차지연,1.0,1986-12-07,6,,,,,Notfound,정보없음
Kwon Ah Reum,1,권아름,1.0,1986-12-07,8,,,,,"권아름
탤런트",탤런트
Han Ji Hyo,1,한지효,1.0,1986-12-07,8,,,,,"한지효
송지효, Han Jihyo
영화배우, 탤런트","송지효,영화배우,탤런트"
Kim Do Young,1,도영,0.0,1986-12-07,Notfound,,,,,Notfound,정보없음
Park Eun Bin,9,박은빈,1.0,1986-12-07,38,,,,,"박은빈
朴恩斌
탤런트, 영화배우","朴恩斌탤런트,영화배우"
Kang Tae Oh,8,강태오,0.0,1986-12-07,16,,,,,"강태오
탤런트, 영화배우","탤런트,영화배우"
Kang Ki Young,2,강기영,0.0,1986-12-07,24,,,,,"강기영
Ki Young Kang
영화배우, 탤런트","영화배우,탤런트"
Park Hye Soo,3,박혜수,1.0,1986-12-07,6,,,,,"박혜수
탤런트",탤런트
