,daily_views,director_drama_num,screenwriter_drama_num,tot_eps,duration,season_Spring,season_Summer,season_Winter,week_of_weekend,org_terrestrial_TV,org_cable_TV,org_OTT,man_cnt,woman_cnt,play_actor,child_actor,singer_actor,drama_cnt_naver,Romance,Drama,Comedy,Mystery,Thriller,Life,Fantasy,Action,Youth,Business,Family,Historical,Supernatural,Law,Political,Psychological,Crime,Medical,etc
669,44596,6,1,13,60,1,0,0,0,0,1,0,2,2,0,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,10284,7,2,16,70,1,0,0,1,0,1,0,3,1,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
672,1362,5,3,16,60,1,0,0,0,1,0,0,1,1,0,0,0,28,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
673,18815,4,1,17,60,1,0,0,0,1,0,0,2,2,0,0,0,22,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674,32272,8,2,16,64,1,0,0,1,0,1,0,2,1,0,0,0,18,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
675,67083,4,2,20,60,1,0,0,0,1,0,0,2,2,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
676,24138,5,1,16,68,1,0,0,0,0,1,0,3,2,1,1,1,15,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
677,5754,5,1,16,60,1,0,0,0,1,0,0,4,1,0,1,1,18,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
678,6460,4,2,50,67,1,0,0,1,1,0,0,2,3,0,0,1,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
679,32557,2,1,52,66,1,0,0,1,1,0,0,3,3,0,0,1,46,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,1655,10,5,20,64,0,0,1,0,1,0,0,2,2,0,0,0,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,213557,7,6,16,67,0,0,1,1,0,1,0,2,1,0,0,1,18,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
683,402,7,1,40,35,0,0,1,0,1,0,0,1,2,0,0,0,41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
684,24791,8,2,16,60,0,0,1,1,0,1,0,1,1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
685,22138,2,1,30,60,0,0,1,0,1,0,0,2,2,0,0,0,22,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
686,4320,6,1,28,60,0,0,1,0,1,0,0,2,2,0,0,0,32,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
687,37541,6,4,20,60,0,0,1,0,1,0,0,2,2,0,0,1,21,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
688,16566,5,3,18,70,0,0,1,0,1,0,0,3,2,1,0,1,26,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
689,7263,3,4,16,60,0,0,1,0,1,0,0,1,1,0,0,0,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
690,27158,10,2,16,70,0,0,1,0,0,1,0,2,2,0,0,0,19,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
692,130267,1,1,6,22,0,0,1,1,0,1,0,0,1,1,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
694,93164,5,3,20,60,0,0,1,0,1,0,0,2,1,0,0,1,18,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
695,3830,3,2,12,60,0,0,1,1,0,1,0,4,1,0,2,0,16,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
700,143117,1,1,10,35,0,0,0,0,0,1,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
701,1803,1,4,20,63,0,0,0,0,1,0,0,1,2,0,0,1,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
702,37735,5,3,16,60,0,0,0,0,1,0,0,1,2,0,1,0,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,86279,7,6,16,60,0,0,0,0,1,0,0,2,2,0,0,0,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
704,73577,2,3,20,60,0,0,0,0,1,0,0,1,1,0,0,0,11,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
706,19293,4,3,50,67,0,0,0,1,1,0,0,2,2,0,1,1,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,56212,7,4,20,60,0,0,0,0,1,0,0,2,1,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
708,10402,2,3,16,70,0,0,0,1,0,1,0,5,0,0,0,0,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
710,7788,3,4,20,60,0,0,0,0,0,1,0,1,1,0,0,0,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,13551,5,5,12,70,0,0,0,1,0,1,0,2,4,0,0,1,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,6606,1,1,8,30,0,0,0,0,0,0,1,1,1,0,0,1,22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
713,4543,10,2,16,60,0,0,0,0,1,0,0,3,2,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2331,6,1,16,40,0,0,0,0,0,1,0,1,1,0,0,0,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,5450,5,2,16,60,0,0,0,0,1,0,0,2,2,0,0,1,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
716,46906,6,3,16,60,0,0,0,1,0,1,0,2,2,1,0,1,24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
717,21482,6,3,16,60,0,0,0,0,1,0,0,2,2,0,1,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,5713,7,2,16,60,0,0,0,0,1,0,0,2,2,1,0,0,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,15213,5,6,16,64,0,0,0,0,0,1,0,1,1,0,0,0,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
724,10888,2,3,53,75,0,1,0,1,1,0,0,2,3,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
725,13776,4,2,54,65,0,1,0,1,1,0,0,4,2,0,0,1,32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,40337,5,2,24,60,0,1,0,0,1,0,0,2,1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,90466,4,4,18,59,0,1,0,0,1,0,0,3,2,1,1,0,23,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
728,95493,3,4,16,60,0,1,0,1,0,1,0,4,2,0,0,2,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,1838,6,1,20,65,0,1,0,1,1,0,0,2,2,0,0,1,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,43914,6,4,12,60,0,1,0,1,0,1,0,0,5,0,1,1,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,46582,4,4,16,60,0,1,0,0,1,0,0,1,1,0,0,0,16,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
732,21551,7,4,16,60,0,1,0,0,0,1,0,2,1,0,1,1,31,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
733,9372,6,4,16,60,0,1,0,1,0,1,0,2,1,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
734,73436,5,2,20,60,0,1,0,0,1,0,0,2,2,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,11950,6,3,20,20,0,1,0,1,1,0,1,2,1,0,0,1,29,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
736,55134,2,2,8,70,0,1,0,0,0,2,0,3,2,0,0,2,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
738,53975,3,5,16,60,0,1,0,0,1,0,0,3,1,0,0,1,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,90958,5,5,20,60,0,1,0,0,1,0,0,2,2,0,0,0,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
741,5204,6,3,14,60,0,1,0,0,1,0,0,2,1,0,0,0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
742,40871,6,4,16,64,0,1,0,1,0,1,0,1,2,0,1,2,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
744,3018,2,2,16,60,1,0,0,0,1,0,0,2,2,0,0,0,20,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
746,9520,6,4,20,60,1,0,0,1,1,0,0,2,2,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,15978,3,3,20,65,1,0,0,1,0,1,0,1,1,0,1,0,20,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
748,30450,8,3,16,70,1,0,0,1,0,1,0,0,6,0,0,0,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,78944,10,3,18,70,1,0,0,0,0,1,0,1,2,0,0,1,26,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
751,13071,4,2,51,65,1,0,0,1,1,0,0,2,1,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
752,292,2,2,20,63,1,0,0,0,1,0,0,3,2,0,0,0,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
753,23850,7,4,18,60,1,0,0,0,1,0,0,2,2,0,0,3,22,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
754,16333,1,1,10,20,1,0,0,1,0,1,0,2,1,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
755,51050,3,2,24,75,1,0,0,0,1,0,0,4,2,1,2,0,26,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
757,8738,4,2,20,60,1,0,0,0,1,0,0,1,1,0,0,0,13,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
758,1756,4,2,12,61,1,0,0,1,0,1,0,2,1,0,1,1,28,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
759,5503,7,3,16,65,1,0,0,1,0,1,0,1,1,0,0,0,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
760,95189,2,2,16,65,1,0,0,1,0,1,0,1,2,1,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
761,844,4,1,20,65,1,0,0,0,1,0,0,3,2,0,0,0,20,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762,25974,9,6,16,65,1,0,0,0,0,1,0,1,1,0,0,0,19,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763,37579,3,2,16,45,1,0,0,1,1,0,0,1,1,0,0,0,32,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
764,16511,9,3,20,64,1,0,0,1,1,0,0,2,1,0,0,1,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,33179,5,1,16,75,1,0,0,1,1,0,0,1,2,0,1,1,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,18840,4,1,51,70,0,0,1,1,1,0,0,2,1,0,0,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,12049,2,2,16,60,0,0,1,0,1,0,0,3,3,0,0,1,23,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
770,11950,2,5,54,70,0,0,1,1,1,0,0,3,3,0,0,1,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,3237,4,1,54,75,0,0,1,1,1,0,0,3,3,0,0,1,40,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
773,7486,6,1,16,65,0,0,1,1,0,1,0,3,1,0,0,1,25,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
774,2894,5,1,16,65,0,0,1,1,0,1,0,3,1,0,0,1,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
776,11778,3,1,16,70,0,0,1,0,1,0,0,2,4,0,0,2,25,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
777,8267,1,2,16,63,0,0,1,0,1,0,0,2,2,0,1,1,14,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
779,36240,4,2,16,65,0,0,1,0,0,1,0,2,2,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
780,6330,5,3,24,62,0,0,1,1,1,0,0,5,0,0,1,0,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
782,79037,1,1,10,25,0,0,1,0,0,1,0,1,1,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
784,72140,3,2,8,35,0,0,0,0,0,1,0,1,2,0,1,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
785,7277,2,3,16,63,0,0,0,0,1,0,0,3,1,1,0,0,40,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
786,33752,6,1,16,60,0,0,0,0,1,0,0,2,2,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
788,4657,4,1,12,60,0,0,0,1,0,1,0,3,2,0,0,0,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
789,244639,4,4,20,95,0,0,0,1,0,1,0,4,1,0,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
792,31886,1,1,16,65,0,0,0,0,0,1,0,2,1,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
793,236029,6,2,16,60,0,0,0,0,0,1,0,2,2,0,0,0,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,13172,5,6,12,65,0,0,0,1,0,1,0,2,0,0,0,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,5915,3,2,16,65,0,0,0,0,1,0,0,2,3,0,1,1,23,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
796,8467,6,5,8,55,0,0,0,0,0,1,0,3,3,0,0,1,21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
797,12354,9,3,12,60,0,0,0,0,1,0,0,3,2,0,0,2,19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
798,2647,7,2,50,63,0,0,0,0,1,0,0,2,2,1,0,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
799,57198,5,4,50,60,0,0,0,0,1,0,0,5,1,0,1,0,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
800,451,3,2,41,60,0,0,0,0,1,0,0,3,3,0,1,0,39,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
801,58866,2,1,20,65,0,0,0,1,0,1,0,3,1,0,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
802,72737,4,2,16,60,0,0,0,0,1,0,0,2,2,0,0,1,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,33822,5,6,51,75,0,0,0,1,1,0,0,3,3,0,1,0,23,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
807,8405,3,2,16,62,0,1,0,1,0,1,0,2,1,0,0,0,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,1806,6,2,10,75,0,1,0,1,0,1,0,1,2,0,0,1,27,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
809,23251,2,3,50,65,0,1,0,1,1,0,0,2,2,0,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,21125,3,1,12,75,0,1,0,0,1,0,0,1,2,0,0,0,44,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
811,4915,1,5,54,80,0,1,0,1,1,0,0,2,3,0,0,1,45,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
812,7096,3,6,22,60,0,1,0,0,0,1,0,2,1,0,0,0,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,21549,6,3,18,65,0,1,0,0,1,0,0,2,2,0,0,2,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
814,27277,10,3,18,65,0,1,0,0,1,0,0,2,2,0,0,2,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
815,19240,1,1,12,25,0,1,0,0,0,1,0,5,1,0,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
817,355,4,2,20,62,0,1,0,0,1,0,0,3,1,0,1,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
818,14363,2,1,20,60,0,1,0,0,1,0,0,3,2,0,0,1,17,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
819,70275,10,4,16,20,0,1,0,0,0,1,0,1,1,0,0,1,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
820,6102,1,1,20,30,0,1,0,1,1,0,0,1,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
821,45483,8,5,16,60,0,1,0,1,0,1,0,2,2,1,0,0,19,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
822,92247,1,3,12,25,0,1,0,0,0,1,0,1,1,0,0,1,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
823,12028,6,3,16,64,0,1,0,1,1,0,0,2,2,0,0,0,16,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
825,7499,4,3,16,70,0,1,0,0,1,0,0,3,1,0,0,2,24,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
826,9175,8,2,16,60,0,1,0,1,0,1,0,3,2,1,0,0,23,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
827,13581,10,2,16,60,0,1,0,0,0,1,0,3,1,0,0,0,35,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,24005,6,5,16,60,0,1,0,0,1,0,0,2,2,0,0,2,20,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
831,190765,4,1,8,55,1,0,0,0,1,0,0,0,5,0,0,0,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
832,15106,6,6,16,65,1,0,0,1,0,1,0,1,1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,1367,3,4,16,70,1,0,0,0,1,0,0,1,1,0,0,0,28,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
836,30970,5,3,12,85,1,0,0,1,1,0,0,2,2,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,27513,7,1,12,50,1,0,0,0,1,0,0,1,1,0,1,0,19,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
838,14383,7,5,16,60,1,0,0,0,1,0,0,1,1,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
840,6713,4,2,12,60,1,0,0,1,0,1,0,1,4,0,0,0,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,112500,4,4,16,60,1,0,0,0,1,0,0,2,1,0,1,1,25,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
843,1456,5,2,40,75,1,0,0,1,1,0,0,2,3,1,1,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,13597,3,1,18,64,1,0,0,1,1,0,0,2,2,0,0,0,24,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
845,3145,8,3,50,60,1,0,0,0,1,0,0,3,1,0,0,1,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
846,18882,1,1,16,30,1,0,0,0,0,1,0,3,0,0,1,0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
847,24660,8,3,16,50,1,0,0,1,0,1,0,2,1,0,0,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,33465,7,1,18,65,1,0,0,0,0,1,0,2,1,0,0,1,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
850,16474,4,2,16,60,1,0,0,1,0,1,0,2,1,0,0,0,25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
851,52330,1,1,12,50,1,0,0,0,0,1,0,2,2,0,0,1,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,13504,5,4,16,60,1,0,0,0,1,0,0,2,2,0,1,1,17,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
853,10550,4,2,10,70,1,0,0,1,0,1,0,2,1,0,0,0,17,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,14367,3,3,16,70,1,0,0,0,1,0,0,1,2,0,1,1,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1547,3,3,50,65,1,0,0,1,1,0,0,2,2,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,3526,10,1,16,65,1,0,0,1,0,1,0,1,2,0,1,2,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
858,2036,4,3,24,70,0,0,1,0,1,0,0,0,3,0,0,0,33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,13632,3,1,30,60,0,0,1,0,1,0,0,1,2,0,1,1,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,941,3,4,50,60,0,0,1,1,1,0,0,2,2,0,0,0,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,10431,5,2,50,50,0,0,1,1,1,0,0,2,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
863,23964,3,2,16,60,0,0,1,0,0,1,0,1,2,0,0,2,25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
865,4644,5,3,20,60,0,0,1,0,1,0,0,2,2,0,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
866,8369,2,2,24,65,0,0,1,0,1,0,0,4,2,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
867,1772,4,3,26,70,0,0,1,1,1,0,0,1,3,0,0,0,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
868,73819,5,4,16,50,0,0,1,0,1,0,0,2,2,0,0,1,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
869,5596,1,2,12,75,0,0,1,0,0,1,0,2,1,1,0,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
870,32651,4,1,16,60,0,0,1,1,0,1,0,2,1,0,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
871,28692,5,2,20,62,0,0,1,0,1,0,0,3,2,0,0,0,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
874,37701,6,2,20,60,0,0,1,1,1,0,0,1,2,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
878,240832,1,1,10,25,0,0,1,0,0,2,0,1,0,0,0,1,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
880,31612,6,1,16,62,1,0,0,1,0,3,2,0,1,0,1,1,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
883,88767,2,1,10,16,0,0,1,0,0,2,0,1,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,15805,10,1,16,70,0,0,1,0,1,0,1,2,1,0,0,2,27,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
885,192032,3,1,12,20,0,0,1,0,0,2,0,2,0,0,0,0,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
886,153634,1,1,8,17,0,0,0,0,1,2,0,1,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
889,63763,8,1,20,26,0,1,0,1,1,2,0,1,0,0,0,1,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
890,98354,1,1,12,18,0,1,0,0,0,2,0,1,1,0,0,1,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
892,19771,1,1,16,23,0,0,1,1,0,2,0,2,0,0,0,0,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
893,232766,5,2,10,25,0,0,1,0,1,2,0,2,2,0,0,2,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
897,89865,1,1,10,25,0,0,0,0,1,1,0,1,1,0,0,0,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
899,189741,3,2,16,20,0,1,0,1,0,2,0,3,1,0,1,0,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
905,17792,6,1,20,60,0,0,1,0,1,0,0,3,2,0,1,0,27,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
